city,stars,business_count
Silverdale,1.0,1
Greenbrier,2.0,1
Belleville,2.0,15
Tucson,5.0,442
Nixa,2.5,1
Corona de Tucson,4.0,1
NEW ORLEANS,4.5,1
Drexel Hill,5.0,7
Crum Lynne,1.5,1
Schwenksville,2.5,1
Kingston Springs,4.5,4
Carversville,3.5,1
North Wales,3.0,40
Doylestown,2.5,35
St.Petersburg,5.0,1
Hammonton,3.5,3
Virginia City,4.0,9
Oaks,2.0,2
Primos,3.5,1
Prospect Park,4.0,11
St Charles,2.5,8
Gloucester City,1.0,1
Madison,2.0,21
Mendenhall,3.5,2
Zionsville,1.5,3
Masaryktown,5.0,1
Saint Rose,5.0,1
Royersford,4.0,16
Paoli,4.5,15
Nashville,1.5,165
Mt. Juliet,2.5,7
Woodlyn,2.0,2
Webster Groves,5.0,11
Darby,2.0,1
Paoli,3.0,17
Nevada,4.5,1
Cornwells Hts,1.0,1
Glenside,2.5,10
West Chester,1.0,1
Haverford,4.5,5
Willingboro,5.0,4
Catalina,2.5,1
Saint Rose,4.5,1
Speedway,2.0,3
Norristown,2.0,23
Santa Barbara,1.0,5
Brookhaven,2.0,6
Woodbury,4.5,9
Jenkintown,3.0,17
Seminole,3.0,34
Hockessin,3.5,14
Hudson,3.0,17
Sherwood Park,2.5,17
Feasterville-Trevose,3.5,9
Knoxville,3.0,1
Seffner,4.5,11
Morrisville,3.0,7
Collinsville,1.5,6
Camden,2.0,1
Avondale,1.0,1
Upper Darby,2.5,13
Mount Laurel,4.5,30
Trevose,1.0,1
Maple Glen,4.5,7
Newtown,1.5,3
Magnolia,4.0,4
Woodbury,2.5,13
Avondale,2.5,4
franklin,4.5,1
Schwenksville,4.0,9
Shiloh,3.0,5
Spanish Springs,3.5,5
Land O'Lakes,1.5,1
TUCSON,5.0,2
La Vergne,5.0,2
Warminster,2.0,14
Mt. Ephraim,3.0,1
Meraux,4.5,1
North Redington Beach,3.5,5
Flourtown,4.5,1
Marrero,4.5,14
Lafayette Hill,3.0,3
Gibbsboro,4.5,1
Greenwood,4.0,85
Sellersville,2.5,2
Monroeville,4.5,2
Montgomery,4.5,1
St Boise,2.5,1
Collegeville,5.0,9
North Redington Beach,4.0,3
Oreland,3.0,2
Penns Grove,1.5,1
Mt Laurel,4.0,1
Brentwood,3.0,76
Chester Heights,4.0,1
New Britain,3.0,1
Pennsville,5.0,1
Boise,3.0,209
Hermitage,3.0,26
Pennsville Township,3.5,1
Old Hickory,4.5,12
Peerless Park,1.0,1
Caseyville,3.0,2
Medford,3.0,22
Land O'lakes,1.5,1
Drexel Hil,4.0,1
Willow Grove,1.5,7
Hatfield,5.0,5
Saint Petersburg,3.0,102
Camden,4.5,15
Bensalem,2.5,55
Trappe,4.5,5
Harahan,3.5,18
Mansfield,2.5,1
Lambertville,4.5,19
Metarie,2.5,2
Stratford,3.0,2
River View,5.0,1
Westville,4.5,3
Bryn Mawr,1.5,1
Pennsauken,4.0,18
Swansea,5.0,2
Blackwood,1.5,3
Gibbstown,4.5,2
Mount Holly,2.5,9
Oldsmar,4.0,56
Spring Hill,5.0,10
Cornwells Heights,2.5,1
Carmel,3.5,135
St Albert,3.0,7
Brentwood,5.0,31
Gardenville,4.0,1
Pine Forge,3.5,1
Spanish Springs,4.5,1
Swedesboro,4.5,4
East Alton,3.5,1
Mt  Juliet,2.0,1
Media,2.5,21
Westchase,4.0,4
Pinellas Park,2.0,25
Antioch,2.5,18
Warminster,2.5,21
Pemberton,3.0,1
Somerdale,5.0,2
Cheltenham,2.5,4
Swarthmore,5.0,1
Hillsborough County,4.0,1
Upper Darby,5.0,6
Plainfield,2.0,22
Kenner,2.5,42
Gallatin,4.0,16
Glen Mills,4.0,28
Ivyland,4.5,1
Sharon Hill,4.5,2
Kennett Square,4.0,27
Pinellas park,4.0,1
Saint Charles,4.5,36
Southwest Tampa,3.5,1
Kimmswick,3.5,1
Yardley,2.5,7
Bensalem,1.0,3
Yardley,4.0,25
Hockessin,4.0,17
Talleyville,5.0,1
S.Pasadena,1.5,1
Skippack Village,5.0,1
Berwyn,1.0,1
MANCHESTER,2.0,1
Horsham,2.5,8
Clearwater Beach,2.0,4
Brentwood,2.5,52
Oaklyn,4.5,8
Southampton,1.0,3
Mount Holly,4.5,10
Philadephia,2.0,1
Riverview,4.0,82
Bala Cynwyd,4.5,13
Lawnside,2.5,3
Smyrna,5.0,10
Elmwood,5.0,2
Bensalem Township,3.5,2
Pine Hill,1.5,1
Apollo Beach,5.0,4
Woodbury Heights,3.0,1
Florence,4.5,1
Haverford,3.0,5
Saint Albert,2.5,1
Elkins Park,4.0,20
East Alton,3.0,3
Phoenixville,4.0,51
Camby,2.0,4
LARGO,3.0,1
Pontoon Beach,4.5,2
Moorestown,2.0,6
West Trenton,2.0,1
Gallatin,3.5,10
Sahuarita,1.5,3
Harahan,2.0,6
Palm Harbor,1.0,1
Sauget,2.0,1
Merion Station,5.0,2
Greenfield,2.5,2
Indiana,2.5,1
Newtown,3.0,39
Ardmore,2.0,9
North Redington Bch,4.0,1
Collinsville,2.0,9
Sewell,3.0,22
Tampa Bay,4.5,29
Ardmore,4.0,63
Lemay,1.5,1
Elverson,4.0,1
Pleasant View,4.0,2
St. Charles,3.0,11
Clermont,5.0,1
Mulberry,4.5,1
New Britain,4.5,2
Tampa Bay,2.5,3
Rillito,3.5,1
Runnemede,2.0,1
Seminole,2.0,9
Buckingham,3.5,4
Media,3.5,49
Washington Park,3.5,1
Franklinville,1.5,1
St Petersburg,1.5,5
Land O' Lakes,4.5,12
Wimauma,5.0,1
Oakville,3.0,2
Tarpon Springs,3.0,34
Sewell,2.0,8
Clearwater/ Countryside,4.0,1
Catalina,4.5,1
High Ridge,4.0,6
Warrington,2.5,28
Hudson,4.0,24
Odessa,4.0,12
Strafford,4.5,1
Rock Hill,4.5,2
Rosemont,4.0,1
Dresher,2.5,6
Joelton,3.0,1
PHILA,3.0,1
Feasterville Trevose,2.5,6
Catalina Foothills,5.0,2
Noblesville,2.0,2
Deptford Township,2.0,5
New Britain,2.0,1
Clearwater Beach,1.0,1
St. Louis County,3.5,1
Clayton,5.0,14
Bridgeport,4.0,11
Ladue,5.0,1
Valley Park,3.0,7
Woodlyn,2.5,1
Warrington,1.5,4
Belle Chasse,2.0,1
Hamilton,2.5,5
Bridgeton,2.5,18
Brookhaven,3.0,8
Maryland Heights,5.0,6
Plainfield,4.5,25
"Maryland Height, MO",5.0,1
Haddonfield,3.5,20
Boise (Meridian),2.5,1
Arden,4.5,1
Montecito,1.0,1
Ambler,4.0,39
Rock Hill,4.0,4
Cheltenham,5.0,2
Hatfield,3.5,19
Treasure Island,4.5,16
Chesterfield,4.5,20
Overland,1.5,2
Beech Grove,2.0,1
Lebanon,3.0,4
Seffner,3.0,12
Bryn Mawr,3.5,40
Fairless Hills,1.5,2
Thonotosassa,4.5,5
Speedway,2.5,4
Eagle,4.5,44
Olivette,5.0,1
Glenolden,3.5,5
Godfrey,5.0,2
Belle Meade,4.0,3
Rockledge,2.5,1
Arnold,2.5,18
North Wales,5.0,9
Trooper,4.5,1
Bargersville,4.0,2
Westtown,5.0,1
Doylestown,3.5,63
TEMPLE TERR,4.5,1
Greenbrier,4.5,2
Ruskin,1.0,1
Abington,2.5,15
Madison,5.0,6
Conshohocken,1.5,6
KIRKWOOD,2.5,1
Dresher,5.0,1
Sun City Center,4.5,2
Town 'N' Country,4.5,1
Madison,4.0,29
Trinity,3.5,11
Columbus,4.5,4
Blue Bell,1.5,2
Meridian,2.5,59
Langhorne,5.0,8
Old Hickory,3.5,7
Collingswood,4.0,33
Bryn Mawr,4.0,45
Marlton,4.0,66
Haddonfield,5.0,7
Maryland Heights,4.0,21
New Hope,2.5,15
Ewing,1.5,3
Ruskin,4.0,19
Voorhees,4.5,11
ST. PETE BEACH,3.5,1
Manchester,1.5,3
Nashville,3.0,585
Bucks County,4.0,1
Olivette,4.5,3
Elkins Park,5.0,6
Ridley Park,5.0,4
Kirkwood,2.5,15
Edgewater Park,2.5,1
Deptford,2.5,13
Dunedin,2.5,20
Tabernacle,3.5,2
Sewell,2.5,11
Feasterville-trevose,3.0,1
Goodlettsville,3.5,14
Zieglersville,3.5,1
Fox Street,3.0,1
New Castle,2.5,13
Mooresville,2.0,4
Wynnewood,3.0,16
Montgomeryville,1.0,2
Sappington,5.0,2
Oaklyn,4.0,6
Clementon,4.0,9
Deptford,2.0,10
Mt Laurel Township,1.5,1
Kimmswick,4.5,1
Pottstown,4.0,34
Plumsteadville,5.0,1
Flourtown,1.5,5
Maryland Heights,2.5,19
Saint Rose,3.5,1
kenner,4.0,1
Elmer,4.5,2
Seminole,5.0,20
O'Fallon,1.5,4
Fairless Hills,2.5,28
Line Lexington,3.0,3
Land O Lakes,3.0,8
Tarpon Springs,2.5,16
Solebury,3.5,1
Scott AFB,3.0,1
Washington Township,4.0,4
Holland,3.5,2
Lindenwold,5.0,4
Stead,3.5,1
Whites Creek,4.5,2
Pipersville,3.5,5
Wenonah,2.0,2
Delanco,4.0,1
Blue Bell,3.5,37
University City,3.0,6
Had Twp,4.5,1
Town and Country,2.0,1
Aston,2.0,2
Gladwyne,3.5,2
Glassboro,1.5,4
Beverly,4.0,4
Godfrey,3.0,3
Belle Chasse,3.5,8
Redington Shores,4.0,8
Plant City,1.0,2
Mt. Holly,2.5,1
Saint Ann,5.0,2
Manchester,4.5,15
Milmont Park,4.0,2
Ivyland,4.0,2
North Wales,3.5,39
Eagle,3.5,44
Philadelphia,5.0,784
Boise,2.5,177
Norristown,4.0,66
Antioch,1.0,5
AVON,3.5,1
Moorestown,1.0,1
Wood River,2.0,2
West Point,3.5,2
Brownsburg,3.5,28
Murfreesboro,4.0,1
Wyncote,4.5,1
Collinsville,4.0,19
Vail,2.0,1
Greenville,3.5,2
Folsom,2.5,5
Exton,1.0,2
South Cherry Hill,2.5,1
Cinnaminson,3.5,18
Edgemont,2.0,1
Mullica Hill,1.5,1
Fairview Heights,4.5,13
Coatesville,3.5,1
Summerland,3.0,1
High Ridge,3.0,7
Berwyn,1.5,1
Delran,2.5,7
Ewing,4.0,26
Redingtn Shor,3.5,1
Caseyville,4.5,5
Glendora,2.5,2
Plumsteadville,4.0,2
Rillito,4.5,1
Swarthmore,2.0,1
Frazer,3.5,8
Hollywood,2.0,1
La Vergne,4.0,8
RADNOR,4.0,1
Lansdale,4.0,53
Mascoutah,4.5,1
Coatesville,4.5,1
Pennsauken,3.5,14
Salem,3.0,1
Abington,2.0,8
Ruskin,2.0,6
Audubon,2.0,9
Bellevue,1.5,1
Crum Lynne,4.0,1
Fort Washington,1.0,1
Marrero,2.5,5
Phoenixville,1.0,3
Richboro,2.0,2
Maple Shade Township,4.5,4
Belle Chasse,1.5,1
Edwardsville,3.5,51
new orleans,5.0,1
Ambler,4.5,26
Palmyra,2.0,1
Broomall,5.0,8
Wesley Chapel,4.5,42
Wyncote,1.5,3
Pipersville,3.0,2
Ballwin,3.0,19
Sassamansville,2.0,1
Mount Laurel,4.0,39
Harleysville,2.0,3
Collegeville,3.0,21
Laurel Springs,3.5,4
Harahan,4.0,23
East Saint Louis,2.5,3
Springfield,5.0,4
Seffner,4.0,12
Bethel,4.0,1
Chesterfield,4.0,23
Ballwin,2.0,11
French Quarter,4.5,1
Willow Grove,3.0,36
Shrewsbury,3.0,1
Barrington,3.0,2
Tortola,2.5,1
Downingtown,1.5,7
Colmar,3.0,4
Brentwood,1.0,3
Avondale,4.5,2
Glen Mills,1.5,3
Zephyrhills,2.0,2
Kingston Springs,2.5,1
Indianapolis,4.5,1119
Hatfield,3.0,5
Coatesville,5.0,1
Medford,2.0,4
Thorndale,5.0,1
North Wales,4.5,25
Mercerville,3.5,2
Sun City,3.0,1
Rock Hill,3.0,1
Lansdowne,3.0,7
Indian Rocks Beach,1.5,1
Stratford,4.5,3
Bridgeport,5.0,1
Sewell,1.5,2
Westampton,2.0,2
East St. Louis,3.0,1
BRANDON,2.5,1
Pleasant View,3.5,4
Granite City,4.0,10
Norristown,5.0,16
Merion Station,3.5,2
Lithia,2.0,1
Radnor,4.5,2
Tuscon,3.5,1
Sun Valley,4.5,3
Gilbertsville,1.5,3
Maryville,3.0,1
Madison,1.0,1
Sicklerville,4.0,11
Oro Valley,2.0,8
Carmel,2.5,53
King of Prussia,4.5,30
Maple Shade,4.5,17
Clearwater Beach,5.0,4
Mehlville,4.0,1
East Alton,4.5,2
Marana,3.0,16
Smyrna,1.5,13
Zephyrhills,3.5,19
Deptford Township,3.0,5
Mount Juliet,1.5,4
Penndel,3.5,4
Wood River,3.0,3
Sharon Hill,2.5,1
Hatboro,5.0,4
Audubon,2.5,11
Moorestown,3.5,28
Christiana,3.5,3
Sherwood Park,3.0,19
Turnersville,1.5,9
Voorhees Township,4.0,8
Palm Harbor,2.0,16
Lebanon,4.0,4
Toughkenamon,3.0,2
Garnet Valley,2.5,1
Tinicum Township,1.0,1
Harahan,1.5,4
Spring Hill,4.5,35
Gallatin,2.5,14
Warminster,5.0,8
St. Louis,1.5,29
St. Petersberg,3.0,1
Greater Northdale,4.5,1
Jamison,4.0,4
Hendersonville,3.0,40
Voorhees,1.5,5
West Berlin,5.0,3
Woodbury,2.0,11
Fenton,3.0,30
Horsham,2.0,12
Brooklawn,3.5,3
Plumsteadville,2.0,1
Alton,2.0,7
Town & Country,5.0,1
Ewing Township,4.0,6
Camden,1.5,4
Zionsville,4.5,36
Antioch,1.5,17
Laurel Springs,5.0,1
Seffner,2.0,8
Riverside,3.5,2
Mullica Hill,2.0,1
Saint Louis,1.0,27
Lower Gwynedd Township,3.5,2
St. Charles,3.5,16
Eagle,5.0,29
Newtown square,2.0,1
Tuscon,4.0,4
Upper Southampton Township,4.0,1
Dade City,3.0,1
Pilesgrove,3.5,2
New Whiteland,2.5,1
Terrytown,5.0,1
Eastampton,3.0,1
Cane Ridge,3.0,1
Nolenville,5.0,1
Malaga,3.5,1
Gibsonton,3.0,1
Feasterville-Trevose,1.0,1
Oro Valley,4.0,49
Manchester,3.0,15
Runnemede,4.0,12
Creve Couer,2.0,1
Norristown,3.0,38
La Vergne,3.5,12
Woolwich Township,3.5,2
Lester,4.5,2
Middletown,3.0,1
Ashland City,4.5,2
River Ridge,4.0,10
St Louis,2.5,24
Ridley,2.5,1
Sumneytown,4.5,1
Bayonet Point,3.0,1
Kulpsville,4.5,3
Strafford,2.0,1
Lithia,4.5,4
Redingtn Shor,4.5,1
Creve Coeur,4.0,28
Pennsauken Township,2.5,1
Godfrey,2.0,1
Monroeville,3.0,1
Edgewater Park,4.0,2
LOWER PROVIDENCE,5.0,1
Town and Country,5.0,2
Radnor,5.0,1
Jamison,2.0,2
Deptford Township,5.0,1
West Chester,3.5,102
Wyncote,3.0,7
Boothwyn,2.0,2
Roslyn,4.5,3
Woodbury,3.0,15
Newport,2.0,1
Havertown,5.0,14
Sparks,4.5,224
Indianapolis,3.5,902
Mooresville,2.5,3
Gallatin,5.0,3
Hainesport,5.0,1
Clifton Heights,1.5,4
Reno,4.5,982
Trenton,2.0,10
St. Peters,5.0,1
Truckee,4.0,2
Lutz,2.0,19
New Britain,5.0,1
Garnet Valley,4.0,6
Erdenheim,3.5,3
Bellmawr,3.0,6
Ferguson,2.5,1
Berkeley,1.5,1
Southampton,3.0,16
Hamilton Township,4.5,4
St Petersburg,4.0,58
Brooklyn,3.0,1
Winslow,3.0,1
Folcroft,3.0,1
Imperial,2.0,2
Carpinteria ,5.0,1
Laurel Springs,4.5,1
Washington,3.0,1
Brownsburg,2.0,6
Springfield,1.5,14
Oreland,3.5,2
Newark,1.5,9
Greenbrier,2.5,1
Bristol Twp,4.5,1
Ardmore,3.5,60
Riverside,4.0,3
Tampa,2.5,550
Kenner,4.0,60
Boothwyn,4.0,4
Clifton Heights,4.5,5
Erdenheim,2.5,3
Yorklyn,5.0,1
Hammonton,3.0,1
Kng Of Prusia,1.0,1
Exton,3.0,44
Berkeley,3.5,2
Town And Country,3.0,1
Ashland,3.0,1
Mooresville,4.0,7
Lutz,3.0,40
High Ridge,3.5,2
SANTA BARBARA,4.0,1
Primos,4.0,2
Lynnfield,1.5,1
"Nashville,",4.5,1
Salinas,3.5,1
Erdenheim,2.0,1
Ewing,1.0,3
Beech Grove,4.0,6
sparks,3.5,1
Riverview,4.5,55
Rosewood Heights,5.0,1
Riverview Fl,4.0,1
Ruskin,1.5,2
Chester Springs,3.5,13
Pitman,4.0,8
Marana,3.5,15
Indianapolis,5.0,338
Thorofare,4.5,2
Mount Ephraim,2.0,1
Edmonton,3.0,384
Meridian,2.0,39
Evesham,3.0,4
National Park,4.5,1
Greenbrier,4.0,3
Wimauma,2.0,1
South Reno,3.5,1
Rockledge,3.0,1
Kulpsville,5.0,1
Newtown Square,2.5,12
Edwardsville,1.5,6
Alton,2.5,9
Pass-a-Grille Beach,4.5,2
Clearwater,2.5,140
Chesilhurst,4.0,2
Tierra Verde,2.5,1
Hendersonville,2.5,40
Reno,4.0,839
Pine HIll,3.5,1
Primos,4.5,2
Jobstown,4.0,1
Pennsauken,2.5,7
Coatesville,1.5,2
Evesham,2.0,3
Greenwood,3.0,70
Largo,4.0,142
Essington,2.0,8
Camby,3.0,8
Medford,4.5,24
Rushland,4.5,1
Huntingdon Valley,2.5,13
Saint Charles,2.5,27
North Redington Beach,4.5,6
Maple Glen,2.5,1
Beech Grove,4.5,7
New Castle,3.5,24
East Norriton,2.0,5
Southampton,2.0,8
Pipersville,2.0,1
East Norriton,4.0,13
Richboro,3.5,8
clearwater,4.5,1
Woodbury Heights,2.0,2
Smithton,3.5,1
Belleair Blf,4.0,1
Apollo Beach,1.5,1
Swansea,4.0,4
Berlin,3.0,8
Meridian,1.5,17
Mantua,5.0,1
PINELLAS PARK,2.5,1
Alton,4.5,18
Aldan,4.5,2
Ballwin,3.5,42
Quakertown,4.0,10
Kimberton,3.5,1
Mount Juliet,3.5,40
Sunset Hills,4.5,3
Glenolden,2.0,2
Broomall,1.5,1
Gloucester City,2.0,1
Mount Royal,4.5,1
EdMonton,3.5,2
Unionville,3.5,1
Hendersonville,4.0,73
Franklinville,4.0,3
Arabi,5.0,2
Chalmette,1.5,1
Marrero,2.0,5
Pennington,3.5,1
Pilesgrove,2.0,1
West Deptford,4.5,4
HUdson,3.5,1
Schwenksville,3.5,5
New Orleans,4.0,1285
Columbia,2.5,1
Southwest Philadelphia,2.0,1
Tierra Verde,4.5,10
Richmond Heights,5.0,1
Speedway,5.0,3
Pottstown,1.0,1
Spring Hill,4.0,48
Hatfield,4.5,10
Doylestown,5.0,26
Carneys Point,3.0,3
Balm,4.5,1
King of Prussia,2.0,25
Prospect Park,2.5,3
Penndel,5.0,1
Shrewsbury,1.5,1
Terrytown,2.5,4
Morton,4.0,4
Glen Mills,3.0,23
Creve Coeur,1.5,1
Avon,4.5,30
Horsham,4.5,13
Cinnaminson,4.5,11
Telford,2.5,1
St. Rose,4.5,1
Newfield,4.5,2
Brooklawn,3.0,4
Belleair Bluffs,3.0,1
Nolensville,3.5,12
Quakertown,2.0,2
Chalfont,3.0,15
Bridgeton,1.5,11
Chalmette,1.0,1
Penndel,1.5,2
Tampla,3.5,1
Mullica Hill,3.0,3
Sunset Hills,4.0,3
Madeira Beach,2.5,6
East Nashville,4.0,1
Holmes,1.5,3
Spruce Grove,4.0,1
Creamery,4.5,1
Exton,4.0,36
Aldan,2.5,1
Glenmore,4.0,1
Burlington Township,2.0,2
Sun City,2.0,1
Verdi,5.0,1
Maple Shade,2.5,14
Upper Chichester,4.5,2
Boothwyn,3.0,1
Glenmoore,2.0,1
Plumsteadville,4.5,2
Indian Shores,4.5,7
St. Charles,2.5,11
Saint Louis ,4.5,1
Morrisville,5.0,1
Ridley Park,3.0,2
Upper Darby,3.5,22
Talleyville,4.0,1
Phoenixville,1.5,7
Woodbury,3.5,23
Franklin,3.0,112
Andalusia,4.5,1
LANSDALE,2.5,1
Quakertown,4.5,12
Glenside,2.0,4
Indianapolis,1.5,198
Tarpon Springs,3.5,52
Haddon Township,4.5,10
Mantua Township,3.5,1
Malaga,1.5,1
Luling,5.0,1
Overland,4.5,3
Woodlyn,1.5,1
Chadds Ford,3.5,13
Town And Country,3.5,1
Springfield,4.0,30
Glen Carbon,2.5,7
Pinellas Park,1.5,13
Franklinville,3.5,3
Mt Laurel Township,4.5,1
Kennett Square,3.5,25
Croydon,4.5,4
Stratford,4.0,8
Sahuarita,3.5,7
Danville,3.0,1
Jamison,5.0,2
Pine Hill,3.5,3
Mt. Airy,4.5,1
Flourtown,2.0,3
Horsham,3.0,22
Boise ,4.5,1
Brookhaven,1.0,1
Southeast Edmonton,4.5,1
Chalmette,2.5,10
tucson,3.5,1
East Saint Louis,4.0,1
Tierra Verde,4.0,5
Marrero,1.5,4
Tuscon,2.5,2
Collegeville,2.5,21
Largo,5.0,35
Shiloh,3.5,9
Woodlyn,5.0,2
Fairview Heights,3.0,36
Jennings,4.0,1
Maple Shade,2.0,15
Clearwater,2.0,90
Holiday,5.0,3
Bear,3.5,2
St Louis,3.0,30
Evesham Township,3.5,5
Brandon,2.5,101
Narberth,4.0,18
Prospect Park,5.0,2
Dover,5.0,1
Folsom,4.0,21
Folsom,1.5,2
Telford,5.0,1
Pennsville Township,5.0,1
White House,1.5,4
Clearwater,4.0,330
Lambertville,1.5,1
Coatesville,2.0,3
Oldsmar,3.5,44
Columbus,3.5,4
Palmetto,4.5,2
Danboro,3.0,1
Brownsburg,5.0,7
Lakeland,4.5,1
Temple Terrace,4.0,15
Saint Pete Beach,5.0,3
Mount Laurel,2.0,24
Bennington,4.5,1
Glenoldan,4.5,1
Clayton,2.5,7
Gretna,4.5,29
Bellmawr,2.0,2
Pennsauken,3.0,14
Penn Valley,2.0,1
Eagle,2.5,7
University City,3.5,25
Roslyn,2.5,1
Castleton,4.0,2
Telford,4.0,8
Trenton,3.5,46
Oro Valley,1.5,2
LANSDALE,4.0,1
