city,stars,business_count
Mount Laurel,3.5,50
Ladue,3.5,5
Tampa,2.0,340
Lambertville,4.0,26
Turnersville,3.5,14
Chichester,3.5,1
Runnemede,3.0,7
Sullivan,3.0,1
Marlton,3.0,40
Hermitage,4.0,24
Fairview Hts.,2.0,1
Westwego,4.0,9
Oaks,1.5,2
Clementon,4.5,6
Glassboro,1.0,1
Goodlettsville,1.0,1
Drexel Hill,4.5,21
Tampa,3.5,1120
Frazer,5.0,2
Folsom,3.5,8
Berwyn,2.5,4
Merion Station,4.0,4
Limerick,1.5,2
MADISON,2.0,1
Mount Holly,3.0,8
PHILA,4.5,1
Elmwood,1.5,1
Camby,2.5,2
Malvern,1.5,8
Tucson,4.5,1181
Goleta,4.0,139
Nashville,2.5,394
Primos-Secane,2.5,1
Media,4.5,51
Berlin,4.0,11
Delran,3.5,14
Sharon Hill,1.5,1
Chestnut Hill,3.5,1
Kingston Springs,3.5,2
Saint Petersburg,4.5,252
Largo,3.5,113
St. Ann,1.5,1
Harvey,3.0,28
Rock Hill,2.0,3
Fairview Hts,2.0,1
Langhorne,4.5,21
Glenolden,2.5,5
Vail,4.0,4
Manchester,3.5,11
Woodstown,1.5,1
Franklin,2.5,109
Chadds Ford,4.0,16
Breckenridge Hills,1.5,1
Warminster,4.5,30
Verdi,3.0,1
Indian Rocks Beach,1.0,1
St Albert,2.5,4
Bordentown,2.0,2
Haddon Heights,2.0,2
Lambertville,3.0,9
Riverton,4.0,3
Smyrna,3.0,37
Tucson ,5.0,1
Overland,3.0,3
Green Valley,1.5,2
Greenwood,5.0,13
Wesley Chapel,4.0,79
Pennsburg,4.0,1
Pennsauken Township,3.5,7
Greenfield,2.0,1
Wilimington,3.0,1
New Palestine,3.5,2
Saint Petersburg,2.5,85
Plainfield,3.5,28
Seffner,3.5,13
Maple Shade,1.5,5
Old Hickory,5.0,7
Cane Ridge,2.5,1
Wenonah,5.0,1
Southampton ,3.0,1
Maryland Heights,1.0,1
Dunedin,2.0,9
Shiloh,5.0,1
Frazer,3.0,6
Conshohocken,1.0,4
Spanish Springs,2.0,2
Washington Crossing,3.0,1
Delran,4.5,8
Wanamaker,4.5,1
quakertown,1.5,1
Essington,4.0,7
Paulsboro,4.0,2
Cottage Hills,2.5,1
Sunset Hills,5.0,1
Troy,3.0,5
Woodbury Heights,4.0,3
Millstadt,3.0,1
Yeadon,3.5,1
Spring House,4.0,5
Thonotosassa,5.0,3
Dublin,4.5,4
Cinnaminson,4.0,17
Saint Charles,5.0,7
Tuscon,4.5,2
Upper Chichester,3.0,2
Pontoon Beach,2.5,1
Glenmoore,3.5,2
Plymouth Meeting,4.5,11
West Berlin,3.5,11
North Redington Bch,4.5,1
Fairless Hills,4.0,17
Fenton,5.0,5
Wyncote,4.0,4
Whiteland,3.5,1
Clearwater,1.0,10
Meridian,3.0,96
Villanova,2.0,1
Oreland,5.0,5
Nolensville,5.0,4
Plant City,4.0,30
Town and Country,3.0,3
Kirkwood,4.5,27
New Port Richey,5.0,15
Perkasie,2.5,3
Sanatoga,3.0,1
PHILADELPHIA,2.0,1
Fishers,3.5,89
Ridley Park,4.0,6
Skippack,3.5,14
Willow Grove,3.5,34
Clearwater,3.5,281
Washington Twp,4.0,1
Penndel,3.0,2
South Pasadena,2.5,3
Newportville,4.0,1
Mt. Juliet,3.0,7
Mt. Laurel,2.5,8
Skippack Village,4.5,1
Horsham,3.5,31
Nolensville,3.0,9
Havertown,2.5,9
Plymouth Meeting,4.0,17
Temple Terrace,4.5,16
Ladue,4.0,8
St. Charles,1.5,5
Twn N Cntry,4.5,1
Trinity,4.0,11
Mt. Juliet,4.0,13
Hatboro,3.5,25
Tampa Bay,3.5,10
Carpinteria,1.5,5
Town n Country,4.5,1
Thorndale,3.5,4
Norwood,5.0,1
Kuna,3.5,1
Florence,4.0,1
Newark,5.0,3
Abington,3.0,22
"Eagle,",5.0,1
Indianapolis,2.0,294
Chesterbrook,4.0,1
Riverview,1.0,1
Bethalto,2.5,1
Shiloh,2.5,8
Pennsville,2.5,3
Boothwyn,4.5,4
Olivette,2.5,3
Castleton,2.5,3
Yeadon,2.5,1
Belleville,1.5,10
Montecito,3.5,12
Washington Crossing,4.0,4
Clearwater,1.5,43
Thorndale,1.5,2
St Louis,4.0,58
Greenwood,3.5,92
Aston,5.0,3
Palm harbor,4.5,1
Phoenixville,3.0,27
"Tampa,",4.0,1
Maplewood,1.5,2
Bridgeton,4.5,9
Aston,1.0,1
Marrero,3.5,11
Avon,1.5,3
Creve Coeur,1.0,1
Moorestown,3.0,16
Honey Brook,4.5,1
Marana,1.5,1
Deptford Township,4.5,2
King Of Prussia,2.0,13
Port Richey,4.0,22
Lebanon,4.5,3
Spring House,1.5,1
Pipersville,1.0,1
Westampton Township,3.5,1
Belle Chasse,1.0,1
Magnolia,2.0,1
Lawrence,2.5,3
Town & Country,4.5,2
La Vergne,1.0,2
St Louis Downtown,3.0,1
Morton,2.5,3
Cold Springs,3.5,1
Gloucester City,4.5,2
Langhorne,2.0,17
Ewing,2.0,6
Brookhaven,4.5,3
St.Louis,4.5,1
Webster Groves,1.5,2
Evesham Township,3.0,6
Chester Springs,2.5,6
Pontoon Beach,3.5,1
Souderton,4.5,14
St Pete Beach,4.0,18
Gallatin,3.0,15
Carneys Point,4.5,1
Eagle,1.5,3
Ybor City,4.0,1
Cahokia,4.5,1
Westchase,3.5,4
New Orleans,2.5,228
Imperial,4.0,4
Mount Juliet,5.0,7
Fountainville,2.0,1
Lionville,2.5,1
Edwardsville,3.0,30
New Port Richey,1.5,20
Pennsburg,2.5,2
Manayunk,2.5,1
Elmer,5.0,1
Richboro,3.0,7
Mantua,3.0,8
Clifton Heights,5.0,1
West Point,4.0,1
Safety Harbor,3.5,13
Villanova,4.0,9
Darby,4.5,1
Chalfont,2.5,4
New Hope,5.0,9
Mt. Juliet,4.5,8
Rock Hill,2.5,2
Gentilly,3.0,1
Eagleville,3.5,5
Webster Groves,4.5,16
Mount Holly,1.0,2
Dunnellon,4.5,1
Zionsville,3.0,15
King of Prussia,1.0,2
Dunedin,5.0,31
Morton,4.5,2
Morton,1.0,1
Trenton,5.0,5
Wesley Chapel,2.5,60
Hilltop,4.5,1
Shiloh,1.5,1
St. Petersburg,2.0,32
New Orleans,3.0,438
Feasterville,4.5,4
Mount Lemmon,4.5,1
Saint Ann,4.0,3
Sun City Center,2.5,7
Palm Harbor,4.5,83
Glassboro,4.5,11
Pedricktown,4.5,1
Creve Coeur,2.5,19
Tabernacle,4.0,2
Manayunk,3.5,3
Sauget,4.5,1
St. Albert,4.0,11
Terrytown,1.0,1
Oakville,3.5,2
Avon,3.0,37
Hatboro,1.0,2
Warrington Township,5.0,1
Spring City,3.0,2
Reno,3.5,687
Waterloo,3.0,2
BOISE AP,2.0,1
Morton,2.0,1
Claymont,1.0,2
Oldsmar,2.5,17
Reno City,2.5,1
Audubon,5.0,5
Edmonton,1.0,24
Clifton Heights,2.5,4
Roslyn,2.0,1
Springhill,4.0,1
Linwood,2.5,1
Mooresville,3.5,9
Citrus Park,4.0,1
Danville,4.0,1
Speedway,1.5,4
Hendersonville,3.5,60
Florissant,2.0,18
Gibsonton,4.0,10
Telford,3.0,1
Claymont,5.0,2
Fishers,1.5,13
Belleville,3.0,25
Granite City,3.5,6
Kirkwood,3.5,36
Gulfport,4.0,22
Fishers,2.5,25
Boyertown,2.0,1
Fairview Heights,5.0,1
Sahuarita,5.0,4
Kimmswick,3.0,1
Delaware County,5.0,1
Goleta,2.5,46
Sumneytown,4.0,2
Franklin ,5.0,1
Villanova,3.0,6
Beverly,3.5,1
Perkiomenville,5.0,1
Kenner,3.5,61
Cherry Hill,1.0,3
Mansfield,4.0,1
Isla Vista,1.5,1
Sun Valley,2.5,1
Bridgeton,3.0,29
Bristol,1.5,4
Essington,3.0,5
Mango,3.0,1
"Indianapolis,",2.5,1
New Hope,4.0,46
Oakford,3.0,1
Wyndmoor,3.5,1
Hudson,2.5,17
Treasure Island,3.5,21
Gwynedd Valley,4.5,1
Westampton,3.0,5
Hatboro,2.0,4
St Louis Downtown,4.0,2
Chalfont,4.0,12
Mississauga,4.0,1
Broomall,2.5,14
Holiday,3.0,7
Kennett Square,1.5,2
Creve Couer,5.0,1
Trevose,4.0,9
Ridley,3.0,1
St.Rose,1.5,1
Summerland,3.5,4
Malvern,2.0,3
Edwardsville,5.0,7
Southport,3.5,1
Sun City Center,3.0,5
Mc Cordsville,1.5,1
St Petersburg,3.0,31
Ewing Township,3.5,5
Saint Peters,4.0,1
Winchester,4.0,1
Bear,1.5,1
Tampa,3.0,741
Gibbstown,2.0,1
Clayton,4.5,26
Boyertown,1.5,1
Edmonton,1.5,68
Belleair,5.0,1
Eagleville,4.0,6
Penndel,1.0,1
Burlington,5.0,4
South Tucson,1.5,1
tucson,4.5,1
Telford ,4.5,1
Havertown,4.5,38
Narberth,2.0,4
Limerick,4.5,1
West Chester,2.0,32
Yardley,3.0,15
Clayton,3.5,44
Gulfport,4.5,22
Furlong,2.5,1
East Norriton,3.5,23
Olivette,4.0,7
O Fallon,1.5,4
Nsshville,3.5,1
Metairie,4.5,171
Harleysville,5.0,3
Wynnewood,4.5,6
Nashville,4.5,1036
Edgewater Park,3.0,2
Gretna,1.0,2
Manayunk,3.0,2
Skippack,4.5,8
Westmont,3.0,3
Green Valley,3.5,10
Haddon Heights,3.5,5
Mt.Laurel,2.0,3
Reno,2.0,229
Radnor,3.0,3
Willow Grove,4.0,36
Speedway,3.0,3
Newark,3.0,37
Rock Hill,3.5,2
Clementon,3.0,8
Gallatin,1.5,4
Westmont,2.0,2
Mantua,2.5,2
Westwego,1.5,2
Cherry Hill,5.0,26
Dresher,4.0,6
Rockledge,4.0,3
Barrington,4.0,7
Feasterville,4.0,3
Spanish Springs,1.5,1
Hernando Beach,4.0,6
Franklin,5.0,58
Elmer,3.5,3
Creve Coeur,5.0,8
Carpinteria,4.0,45
Newtown,3.5,36
Bristol,2.5,7
Pottstown,2.5,33
High Ridge,4.5,4
Des Peres,1.0,1
East Saint Louis,1.5,1
Glen Mills,3.5,36
Bayonet Point,2.0,1
Riverton,4.5,2
Glen Mills,5.0,2
South County,4.0,1
Malvern,5.0,16
Safety Harbor,3.0,8
Malvern,4.0,48
Seffner,1.5,7
St Louis County,4.0,2
Affton,3.5,2
Des Peres,3.5,20
Fieldsboro,3.5,1
Tucson,2.5,613
Sunset Hills,2.5,3
Gloucester City,3.5,5
Saint Petersburg,4.0,250
Town and Country,3.5,4
St Charles,4.5,16
Churchville,2.5,1
Millstadt,1.5,1
St Petersburg,2.5,27
Metairie,1.5,33
Speedway,3.5,9
Tarpon Springs,1.5,1
Deptford,1.5,2
Philadelphia ,4.5,1
East Boise,2.5,1
Apollo Beach,2.5,13
Harleysville,4.5,8
Thorofare,3.5,1
Flourtown,4.0,9
St Pete,3.5,1
Saint Bernard,4.5,1
Haddonfield,4.0,29
Gibbstown,3.0,2
Metairie,4.0,252
Jenkintown,2.0,7
Hainesport,2.0,3
Williamstown,2.0,5
Palmetto,3.0,1
"Feasterville-Trevose, PA",4.5,1
Kenneth City,3.0,2
Edmonton,5.0,55
Kulpsville,2.0,1
Chester Springs,2.0,3
Bristol,1.0,4
Darby,3.5,3
O'fallon,2.0,1
Fort Washington,4.5,2
Saint Albert,4.0,1
Cerritos,3.0,1
St. Charles,2.0,5
Lawrence,4.0,2
Marrero,4.0,16
Chadds Ford,2.5,8
Eagleville,3.0,3
Westmont,5.0,1
Valrico,3.5,23
Beech Grove,5.0,2
Merchantville,5.0,5
Jeffersonville,3.5,1
Avon,5.0,12
Troy,3.5,7
Kennett Square,3.0,15
South Burlington,2.0,1
Indianapolis,3.0,579
Willow Grove,5.0,8
Fort Washington,5.0,1
Downingtown,3.5,24
Warrington,2.0,13
Wrightstown,4.0,1
Lake Saint Louis,1.5,1
Pittsgrove,4.0,1
Metairie ,4.0,1
Monroeville,4.0,1
Fairless Hills,2.0,6
Devon,4.0,7
O Fallon,4.5,5
Clarksboro,3.0,1
Saint Louis,5.0,156
Shade,4.0,1
Columbus,2.0,1
Bala Cynwyd,4.0,29
Haddon Twp,2.0,2
Goodlettsville,4.5,23
Mount Holly,5.0,6
Radnor,2.5,2
Maplewood,2.5,15
Ewing Township,4.5,7
Columbus,4.0,7
Treasure Island,1.5,1
Alloway,3.5,1
Schwenksville,3.0,3
Wallingford,3.0,1
Broomall,1.0,3
St. Albert,3.5,7
Somerdale,4.0,5
Morrisville,2.5,6
Swarthmore,4.5,7
Wynnewood,2.5,11
West Deptford,3.5,6
Odessa,4.5,23
Garden City,3.0,11
St Albert,3.5,10
Haddonfield,2.5,5
Carpinteria,5.0,36
Newark,4.5,17
Blackwood ,3.5,1
Saint Leo,3.5,1
Palmetto,1.5,1
Bucktown,4.5,1
St Petersburg,3.5,61
Erdenheim,4.5,1
O'fallon,4.5,1
Ruskin,2.5,8
Morrisville,2.0,6
Berlin,4.5,12
Boise,2.0,83
Blackwood,3.5,12
Troy,4.0,6
Toughkenamon,4.5,2
Lansdowne,2.0,2
Hadden,4.5,1
Maple Glen,4.0,4
Nashville,1.0,37
Vincentown,4.5,1
Eastampton Township,3.0,1
Gibbsboro,2.0,1
RIVERVIEW,2.0,1
Kuna,2.5,1
Riverton,3.5,3
Manayunk,5.0,1
Paoli,3.5,18
Lima,2.0,1
Eagle,3.0,20
Westchase,2.0,1
Casa Adobes,3.0,1
Hulmeville,4.0,2
Godfrey,3.5,3
Elkins Park,1.5,2
Madeira Beach,2.0,3
Limerick,3.0,8
Talleyville,3.0,2
Glenside,3.0,13
Belmont Hills,1.5,1
Philadephia,4.0,1
Monchanin,4.0,1
Valley Park,4.5,15
Goleta,5.0,58
Swedesboro,3.0,9
Sun City Center,5.0,1
Claymont,1.5,4
Saint Petersburg,2.0,57
Southampton,2.5,7
Westtown,4.0,1
Glenside,3.5,25
Goleta,3.5,106
Olivette,3.5,3
Pinellas,2.5,1
New Whiteland,4.5,1
New Port Richey,4.5,68
Plant City,4.5,29
Willingboro,1.5,2
Reno ,5.0,1
Mantua,4.5,3
University Park,4.0,1
Goodlettsville,3.0,21
Glen Carbon,2.0,7
Milmont Park,3.0,1
Willow Grove,2.0,34
Sun Valley,4.0,6
Brookhaven,4.0,6
Vail,4.5,6
NEW ORLEANS AP,1.5,1
Green Valle,3.0,1
Glenside,4.0,34
Crestwood,3.5,2
Claymont,2.5,2
Sicklerville,3.5,22
Warrington,1.0,1
Brentwood,3.5,127
Tinicum Township,3.0,1
Collegeville,1.0,2
Plainfiled,3.0,1
Goleta,1.0,5
Chadds Ford,4.5,16
Wayne,5.0,16
Spanish Springs,3.0,4
Sellersville,3.5,9
Mantua,2.0,1
Bryn Mawr,5.0,10
Indian Shores,5.0,3
West Collingswood Heights,3.5,1
Haverford,3.5,8
Bridgeport,4.5,6
Yardley,5.0,7
Aston,3.0,12
Santa Barbara,2.0,84
Kennett Square,4.5,28
Valrico,2.0,12
Pitman,2.5,2
Glen Mills,2.5,13
Whitestown,4.0,5
Whitestown,3.0,5
Gibsonton,3.5,2
Philadelphia,1.5,274
St Albert,1.5,1
Beech Grove,2.5,1
Bordentown,1.5,4
Pine Hill,2.0,1
Gulfport,5.0,7
Sparks,5.0,107
Pipersville,4.0,5
Bellmawr,3.5,5
St Louis,5.0,14
Elsmere,4.0,1
Glenmoore,4.5,1
Paulsboro,3.5,3
Mt Laurel,2.0,2
St. Petersburg,4.5,181
Mount Laurel Township,1.0,1
Bridgeport,2.5,2
Woolwich Twp.,3.5,1
Warminster,3.0,26
Shiloh,4.5,4
Paoli,2.5,5
West Edmonton,2.0,1
Ewing,3.0,13
HENDERSONVILLE,5.0,1
Belle Chasse,4.0,7
South Pasadena,3.0,1
West Deptford,2.5,2
Wenonah,4.5,2
Whitestown,2.0,3
Montgomeryville,2.5,6
Largo,1.5,22
Saint Ann,3.5,8
West Chester,4.5,100
Brownsburg,2.5,18
East Falls,4.5,1
Montgomeryville,1.5,4
Lawnside,2.0,1
Avondale,4.0,5
VALRICO,4.0,1
West Chester,1.5,17
Pennsauken Township,2.0,2
Fairview Heights,4.0,19
Drexel Hill,3.0,11
Smyrna,1.0,2
Dover,2.0,3
Edwardsville,4.0,38
Temple Terrace,1.5,7
Merion Station,4.5,3
Riverview,2.5,45
Tinicum,4.5,1
Wilmington,4.5,151
Zieglerville,3.5,1
Holicong,3.5,2
Berry Hill,4.5,2
Caseyville,2.5,2
St Pete beach,5.0,1
Perkasie,2.0,2
Lebanon,2.5,3
Rosemont,1.0,1
Clayton,4.0,42
Parker Ford,3.5,1
Kirkwood,3.0,20
Woodbury,5.0,2
St. Albert,2.5,2
Bridgeport,3.5,5
Woodlyn,3.0,3
Clifton Heights,3.0,8
Sharon Hill,3.5,1
Meridian,4.5,136
Saint Pete Beach,4.0,15
Sicklerville,1.0,2
New Orleans,3.5,823
Belleville,5.0,5
Valrico,5.0,11
Sparks,3.0,151
Ferguson,4.0,9
Edmonton,2.0,144
Arabi,4.0,2
Land O Lakes,2.0,4
Normandy,4.0,1
Mc Cordsville,4.0,1
Chester,4.5,3
Tampa,4.5,1220
Blue Bell,2.5,14
Maryville,2.5,6
Glen Carbon,1.0,2
Frazer,4.0,4
Audubon,4.0,13
Erdenheim,3.0,2
Jamison,3.5,6
Saint Rose,2.5,2
Levittown,1.5,13
Clearwater Beach,4.0,38
Oaks,3.0,9
Isla Vista,3.5,18
Smithton,1.0,1
Carpinteria,4.5,53
Gibbstown,2.5,1
Cahokia,2.0,1
Covington,5.0,1
Levittown,5.0,6
Glendora,4.5,6
Oreland,4.5,2
North Wales,4.0,25
Wilmington,3.5,188
Newtown Square,3.0,22
Apollo Beach,2.0,4
Spanish Springs,5.0,3
Almonesson,4.0,1
Lower Southampton Township,4.0,1
Broomall,4.0,19
St. Leo,4.0,1
Sun City Center,1.5,3
East St Louis,4.0,2
Collingswood,2.5,9
Chesterbrook,4.5,1
Macdill Afb,2.0,1
Jefferson,5.0,1
Truckee,5.0,3
South Tampa,4.0,2
Plymouth Meeting,5.0,4
Haverton,3.5,1
Gretna,2.0,12
ST LOUIS,3.5,1
Madeira Beach,4.5,34
chicago,4.0,1
Greenwood,2.0,35
Nolensville,4.0,23
Franklinville,4.5,1
Noblesville,2.5,4
St. Petersburg,3.5,149
Alton,3.5,18
Breckenridge Hills,3.5,1
Eastampton Township,4.0,1
Redingtn Shor,4.0,1
Shamong,3.5,1
Treasure Is,3.5,1
Plymouth Township,3.5,1
Lionville,3.0,1
Santa Barbara,3.0,230
Turnersville,4.5,8
Clayton,1.5,3
Clearwater,5.0,96
McCordsville,1.5,1
St.Louis,2.5,2
Warminster,4.0,27
Richmond Heights,2.0,2
King of Prussia,4.0,69
Palm Harbor,1.5,9
National Park,3.5,1
Furlong,3.5,2
South Roxana,5.0,1
Belleair Bluffs,3.5,5
Downtown,4.5,1
Eastampton,4.5,1
Greenwood,2.5,33
Aston,3.5,15
Vincentown,3.0,1
Willingboro,3.0,4
Thorndale,4.5,1
Cherry Hil,4.5,1
Southampton Township,2.5,1
Eddystone,2.0,2
Kennett Square,2.0,4
Newtown,2.0,14
Lumberton,4.5,1
Franklin,2.0,58
Haverford,5.0,4
St. Petersburg,1.5,21
N Redngtn Bch,3.5,1
Palmyra,1.5,1
Dublin,3.0,1
Trappe,2.5,1
Land O Lakes,3.5,12
TUCSON,2.0,1
Whites Creek,5.0,1
Glassboro,4.0,18
Southwest Philadelphia,2.5,2
Collingdale,4.5,4
O'Fallon,3.5,24
Lambertville,5.0,7
Fallsington,4.5,1
Paulsboro,2.5,3
Mt Laurel,2.5,4
Bellair,4.5,1
Cedar Brook,4.0,1
Columbia,5.0,3
Vincentown,4.0,2
Harahan,3.0,24
Montgomeryville,4.0,10
Sherwood,3.5,1
Oreland,4.0,5
INpolis,3.5,1
Mont Clare,4.5,2
Jennings,2.5,1
Fairview Heights,3.5,22
Carrollwood,3.5,2
Newton,3.5,1
land o lakes,4.5,1
Scott Afb,3.0,1
Johnson,3.5,1
Hainesport,3.0,8
Largo,2.5,57
Tampa Florida,3.5,1
Cottage Hills,4.0,1
Landsale,3.5,1
Gibsonton,2.0,2
Blackwood,2.5,6
Maplewood,2.0,4
White House,2.0,4
Villanova,2.5,1
Carrollwood,2.5,1
Lenni,4.5,1
Moorestown,2.5,16
Woodbury Hts.,1.5,1
Webster Groves,4.0,18
W Cherry Hill,3.0,1
St.Louis,2.0,2
Brookhaven,2.5,10
Mt Laurel,1.5,2
Merion Station,1.5,1
Feasterville,5.0,4
Zephyrhills,5.0,9
Somerdale,1.5,2
Camden,2.5,4
Pennsville,3.0,3
La Vergne,4.5,10
Hainesport,4.5,5
Flourtown,3.5,8
Columbia,4.5,6
Marlton,1.5,4
Burlington,3.5,25
Royersford,3.5,21
Maple Shade Township,2.5,3
Arnold,1.0,1
philadelphia,4.0,2
Sparks,2.5,107
Tampa,4.0,1379
Claymont,3.0,10
Dover,2.5,1
Palmyra,5.0,2
Paoli,2.0,4
Somerdale,2.0,1
Penndel,4.0,3
River Ridge,2.0,2
New Washoe City,5.0,1
Mt Juliet,4.5,3
Malvern,3.0,35
Sauget,2.5,4
Downtown Indianapolis,4.5,1
Haverford,2.5,1
Pilesgrove,4.5,1
Jamison,2.5,3
Gloucester Township,3.5,6
meridian,4.5,1
Harvey,1.0,3
TAMPA,3.0,2
Levittown,4.5,26
Norwood,3.5,1
Arabi,2.5,1
Wilmington,5.0,32
Ashland City,3.5,2
Perkasie,3.5,10
Upper Southampton,4.5,1
Harleysville,2.5,6
Seminole,4.5,41
Chesilhurst,3.5,1
St Albert,2.0,3
Dresher,2.0,4
Chester Township,4.5,1
Woodlyn,4.5,3
San Anselmo,4.5,1
Wynnewood,3.5,11
Jefferson,2.0,6
Marlton,2.5,19
Bristol,4.5,17
Ferguson,1.5,1
Huntingdon Valley,1.0,2
Jenkintown,1.5,4
Saint Louis,2.0,1
